quarter,catchment,clinic_name,total_waiting,total_waiting_adjusted,backlog,proportional_backlog
2021-01-01,Mackay,MACKAY DENTAL CLINIC,4536,4536.00,0.00,0.0000
2021-01-01,Mackay,COLLINSVILLE DENTAL CLINI,152,152.00,0.00,0.0000
2021-01-01,Mackay,PROSERPINE DENTAL,1040,1040.00,0.00,0.0000
2021-01-01,Mackay,CLERMONT DENTAL CLINIC,123,123.00,0.00,0.0000
2021-01-01,Metro North,CABOOLTURE DENTAL CLINIC,4364,4364.00,0.00,0.0000
2021-01-01,Metro North,ORAL HEALTH CENTRE,5339,5339.25,0.25,0.0000
2021-01-01,Metro North,PINE RIVERS DENTAL CLINIC,2120,2120.00,0.00,0.0000
2021-01-01,Metro North,REDCLIFFE DENTAL CLINIC,2607,2607.00,0.00,0.0000
2021-01-01,Metro North,SANDGATE DENTAL CLINIC,1479,1479.00,0.00,0.0000
2021-01-01,Metro North,STAFFORD DENTAL CLINIC,2262,2262.00,0.00,0.0000
2021-01-01,Metro South,BEENLEIGH BEAUDESERT CLUS,10140,10140.00,0.00,0.0000
2021-01-01,Metro South,BAYSIDE CLUSTER,6619,6619.00,0.00,0.0000
2021-01-01,Metro South,MS INNER BRISBANE CLUSTER,5428,5428.00,0.00,0.0000
2021-01-01,Metro South,KINGSTON LOGAN CLUSTER,5006,5006.00,0.00,0.0000
2021-01-01,Metro South,NATHAN INALA CLUSTER,6766,6766.00,0.00,0.0000
2021-01-01,North West,CLONCURRY DENTAL,128,128.00,0.00,0.0000
2021-01-01,North West,MT ISA DENTAL CLINIC,785,787.00,2.00,0.0025
2021-01-01,North West,MORNINGTON ISLAND DENTAL,280,282.50,2.50,0.0088
2021-01-01,South West,SURAT DENTAL CLINIC,51,51.00,0.00,0.0000
2021-01-01,South West,ST GEORGE DENTAL CLINIC,88,88.00,0.00,0.0000
2021-01-01,South West,DIRRANBANDI DENTAL CLINIC,20,20.00,0.00,0.0000
2021-01-01,South West,INJUNE DENTAL CLINIC,28,28.00,0.00,0.0000
2021-01-01,South West,AUGATHELLA DENTAL CLINIC,5,5.00,0.00,0.0000
2021-01-01,South West,CUNNAMULLA DENTAL CLINIC,90,90.00,0.00,0.0000
2021-01-01,South West,CHARLEVILLE DENTAL CLINIC,267,267.00,0.00,0.0000
2021-01-01,South West,MITCHELL DENTAL CLINIC,92,92.00,0.00,0.0000
2021-01-01,South West,MUNGINDI DENTAL CLINIC,34,34.00,0.00,0.0000
2021-01-01,South West,THARGOMINDAH DENTAL SERVI,14,14.00,0.00,0.0000
2021-01-01,South West,ROMA HOSPITAL DENTAL CLIN,594,594.00,0.00,0.0000
2021-01-01,South West,QUILPIE DENTAL CLINIC,22,22.00,0.00,0.0000
2021-01-01,Sunshine Coast,NAMBOUR DENTAL CLINIC,1929,1929.00,0.00,0.0000
2021-01-01,Sunshine Coast,KAWANA DENTAL CLINIC,2998,2999.25,1.25,0.0004
2021-01-01,Sunshine Coast,GYMPIE DENTAL CLINIC,2001,2001.00,0.00,0.0000
2021-01-01,Sunshine Coast,CALOUNDRA DENTAL CLINIC,3452,3452.00,0.00,0.0000
2021-01-01,Sunshine Coast,NOOSA DENTAL CLINIC,1508,1508.00,0.00,0.0000
2021-01-01,Torres and Cape,TORRES STRAIT DENTAL CLINIC,172,177.50,5.50,0.0310
2021-01-01,Torres and Cape,CAPE YORK DENTAL CLINIC,648,678.00,30.00,0.0442
2021-01-01,Townsville,TOWNSVILLE DENTAL CLINIC,2229,2229.00,0.00,0.0000
2021-01-01,Townsville,RICHMOND DENTAL CLINIC,8,8.00,0.00,0.0000
2021-01-01,Townsville,AYR DENTAL CLINIC,122,122.00,0.00,0.0000
2021-01-01,Townsville,INGHAM DENTAL CLINIC,189,189.00,0.00,0.0000
2021-01-01,Townsville,CHARTERS TOWERS DENTAL CL,208,208.00,0.00,0.0000
2021-01-01,Townsville,HUGHENDEN DENTAL CLINIC,34,34.00,0.00,0.0000
2021-01-01,West Moreton,LAIDLEY DENTAL CLINIC,1261,1297.25,36.25,0.0279
2021-01-01,West Moreton,BOONAH DENTAL CLINIC,318,329.25,11.25,0.0342
2021-01-01,West Moreton,IPSWICH DENTAL CLINIC,5162,5291.50,129.50,0.0245
2021-01-01,West Moreton,COLLINGWOOD PARK DENTAL C,2027,2086.75,59.75,0.0286
2021-01-01,West Moreton,ESK DENTAL CLINIC,480,497.00,17.00,0.0342
2021-01-01,West Moreton,GATTON DENTAL CLINIC,109,115.25,6.25,0.0542
2021-01-01,Wide Bay,MUNDUBBERA DENTAL CLINIC,130,130.00,0.00,0.0000
2021-01-01,Wide Bay,BUNDABERG DENTAL CLINIC,3816,3816.00,0.00,0.0000
2021-01-01,Wide Bay,GAYNDAH DENTAL CLINIC,367,367.00,0.00,0.0000
2021-01-01,Wide Bay,MONTO DENTAL CLINIC,72,72.00,0.00,0.0000
2021-01-01,Wide Bay,CHILDERS DENTAL CLINIC,215,215.00,0.00,0.0000
2021-01-01,Wide Bay,HERVEY BAY DENTAL CLINIC,2940,2940.00,0.00,0.0000
2021-01-01,Wide Bay,MARYBOROUGH DENTAL CLINIC,1899,1899.00,0.00,0.0000
2021-04-01,Cairns and Hinterland,CAIRNS NTH DENTAL CLINIC,3314,3382.25,68.25,0.0202
2021-04-01,Cairns and Hinterland,YARRABAH DENTAL CLINIC,4,4.00,0.00,0.0000
2021-04-01,Cairns and Hinterland,TULLY DENTAL CLINIC,749,749.00,0.00,0.0000
2021-04-01,Cairns and Hinterland,CROYDON DENTAL CLINIC,1,1.00,0.00,0.0000
2021-04-01,Cairns and Hinterland,EDMONTON DENTAL CLINIC,1961,1961.00,0.00,0.0000
2021-04-01,Cairns and Hinterland,MAREEBA DENTAL CLINIC,1172,1172.00,0.00,0.0000
2021-04-01,Cairns and Hinterland,GEORGETOWN DENTAL CLINIC,3,3.00,0.00,0.0000
2021-04-01,Cairns and Hinterland,INNISFAIL DENTAL CLINIC,1378,1503.00,125.00,0.0832
2021-04-01,Cairns and Hinterland,MOSSMAN DENTAL CLINIC,695,697.00,2.00,0.0029
2021-04-01,Cairns and Hinterland,SMITHFIELD DENTAL CLINIC,1430,1430.00,0.00,0.0000
2021-04-01,Cairns and Hinterland,ATHERTON DENTAL CLINIC,1112,1117.00,5.00,0.0045
2021-04-01,Central Queensland,CAPRICORN COAST DENTAL,1533,1533.00,0.00,0.0000
2021-04-01,Central Queensland,GLADSTONE DENTAL CLINIC,1827,1827.00,0.00,0.0000
2021-04-01,Central Queensland,ROCKHAMPTON DENTAL CLINIC,3661,3661.00,0.00,0.0000
2021-04-01,Central Queensland,EMERALD DENTAL CLINIC,488,488.00,0.00,0.0000
2021-04-01,Central Queensland,MT MORGAN DENTAL CLINIC,205,205.00,0.00,0.0000
2021-04-01,Central Queensland,BILOELA DENTAL CLINIC,244,244.00,0.00,0.0000
2021-04-01,Central West,CENTRAL WEST DENTAL CLINICS,770,770.00,0.00,0.0000
2021-04-01,Darling Downs,GOONDIWINDI DENTAL CLINIC,205,205.00,0.00,0.0000
2021-04-01,Darling Downs,INGLEWOOD DENTAL CLINIC,147,147.00,0.00,0.0000
2021-04-01,Darling Downs,TOOWOOMBA DENTAL CLINIC,3868,3868.00,0.00,0.0000
2021-04-01,Darling Downs,STANTHORPE DENTAL CLINIC,572,572.00,0.00,0.0000
2021-04-01,Darling Downs,MILES DENTAL CLINIC,324,324.00,0.00,0.0000
2021-04-01,Darling Downs,KINGAROY DENTAL CLINIC,2415,2450.00,35.00,0.0143
2021-04-01,Darling Downs,WARWICK DENTAL CLINIC,541,541.00,0.00,0.0000
2021-04-01,Darling Downs,DALBY DENTAL CLINIC,937,937.00,0.00,0.0000
2021-04-01,Gold Coast,ROBINA DENTAL CLINIC,1953,1965.00,12.00,0.0061
2021-04-01,Gold Coast,PALM BEACH DENTAL CLINIC,1152,1160.50,8.50,0.0073
2021-04-01,Gold Coast,GCUH DENTAL CLINIC,15,15.25,0.25,0.0164
2021-04-01,Gold Coast,GC SOUTHPORT HEALTH PREC,6170,6196.25,26.25,0.0042
2021-04-01,Mackay,COLLINSVILLE DENTAL CLINI,105,105.00,0.00,0.0000
2021-04-01,Mackay,BOWEN DENTAL CLINIC,932,932.00,0.00,0.0000
2021-04-01,Mackay,CLERMONT DENTAL CLINIC,198,198.00,0.00,0.0000
2021-04-01,Mackay,MACKAY DENTAL CLINIC,4544,4544.00,0.00,0.0000
2021-04-01,Mackay,PROSERPINE DENTAL,973,973.00,0.00,0.0000
2021-04-01,Metro North,PINE RIVERS DENTAL CLINIC,2176,2176.00,0.00,0.0000
2021-04-01,Metro North,ORAL HEALTH CENTRE,4852,4852.00,0.00,0.0000
2021-04-01,Metro North,CABOOLTURE DENTAL CLINIC,4654,4654.00,0.00,0.0000
2021-04-01,Metro North,REDCLIFFE DENTAL CLINIC,2742,2742.00,0.00,0.0000
2021-04-01,Metro North,SANDGATE DENTAL CLINIC,1559,1559.00,0.00,0.0000
2021-04-01,Metro North,STAFFORD DENTAL CLINIC,2407,2407.00,0.00,0.0000
2021-04-01,Metro South,NATHAN INALA CLUSTER,6481,6481.00,0.00,0.0000
2021-04-01,Metro South,MS INNER BRISBANE CLUSTER,5278,5278.00,0.00,0.0000
2021-04-01,Metro South,KINGSTON LOGAN CLUSTER,5016,5016.00,0.00,0.0000
2021-04-01,Metro South,BEENLEIGH BEAUDESERT CLUS,9741,9741.00,0.00,0.0000
2021-04-01,Metro South,BAYSIDE CLUSTER,6462,6462.00,0.00,0.0000
2021-04-01,North West,CLONCURRY DENTAL,137,137.50,0.50,0.0036
2021-04-01,North West,MT ISA DENTAL CLINIC,773,806.00,33.00,0.0409
2021-04-01,North West,MORNINGTON ISLAND DENTAL,248,261.50,13.50,0.0516
2021-04-01,South West,INJUNE DENTAL CLINIC,19,19.00,0.00,0.0000
2021-04-01,South West,DIRRANBANDI DENTAL CLINIC,18,18.00,0.00,0.0000
2021-04-01,South West,THARGOMINDAH DENTAL SERVI,3,3.00,0.00,0.0000
2021-04-01,South West,SURAT DENTAL CLINIC,49,49.00,0.00,0.0000
2021-04-01,South West,CHARLEVILLE DENTAL CLINIC,266,266.00,0.00,0.0000
2021-04-01,South West,CUNNAMULLA DENTAL CLINIC,79,79.00,0.00,0.0000
2021-04-01,South West,ST GEORGE DENTAL CLINIC,65,65.00,0.00,0.0000
2021-04-01,South West,QUILPIE DENTAL CLINIC,17,17.00,0.00,0.0000
2021-04-01,South West,AUGATHELLA DENTAL CLINIC,1,1.00,0.00,0.0000
2021-04-01,South West,ROMA HOSPITAL DENTAL CLIN,571,571.00,0.00,0.0000
2021-04-01,South West,MUNGINDI DENTAL CLINIC,22,22.00,0.00,0.0000
2021-04-01,South West,MITCHELL DENTAL CLINIC,73,73.00,0.00,0.0000
2021-04-01,Sunshine Coast,GYMPIE DENTAL CLINIC,2279,2279.00,0.00,0.0000
2021-04-01,Sunshine Coast,NOOSA DENTAL CLINIC,1658,1658.00,0.00,0.0000
2021-04-01,Sunshine Coast,NAMBOUR DENTAL CLINIC,2126,2126.00,0.00,0.0000
2021-04-01,Sunshine Coast,KAWANA DENTAL CLINIC,3300,3300.00,0.00,0.0000
2021-04-01,Sunshine Coast,CALOUNDRA DENTAL CLINIC,3887,3887.00,0.00,0.0000
2021-04-01,Torres and Cape,TORRES STRAIT DENTAL CLINIC,251,255.25,4.25,0.0167
2021-04-01,Torres and Cape,CAPE YORK DENTAL CLINIC,659,698.00,39.00,0.0559
2021-04-01,Townsville,AYR DENTAL CLINIC,96,96.00,0.00,0.0000
2021-04-01,Townsville,INGHAM DENTAL CLINIC,226,226.00,0.00,0.0000
2021-04-01,Townsville,RICHMOND DENTAL CLINIC,9,9.00,0.00,0.0000
2021-04-01,Townsville,TOWNSVILLE DENTAL CLINIC,2225,2225.00,0.00,0.0000
2021-04-01,Townsville,CHARTERS TOWERS DENTAL CL,180,180.00,0.00,0.0000
2021-04-01,Townsville,HUGHENDEN DENTAL CLINIC,32,32.00,0.00,0.0000
2021-04-01,West Moreton,BOONAH DENTAL CLINIC,349,367.00,18.00,0.0490
2021-04-01,West Moreton,IPSWICH DENTAL CLINIC,5730,5949.75,219.75,0.0369
2021-04-01,West Moreton,LAIDLEY DENTAL CLINIC,1381,1445.75,64.75,0.0448
2021-04-01,West Moreton,GATTON DENTAL CLINIC,119,129.00,10.00,0.0775
2021-04-01,West Moreton,ESK DENTAL CLINIC,505,532.25,27.25,0.0512
2021-04-01,West Moreton,COLLINGWOOD PARK DENTAL C,2090,2180.25,90.25,0.0414
2021-04-01,Wide Bay,HERVEY BAY DENTAL CLINIC,2969,2969.00,0.00,0.0000
2021-04-01,Wide Bay,GAYNDAH DENTAL CLINIC,340,340.00,0.00,0.0000
2021-04-01,Wide Bay,MARYBOROUGH DENTAL CLINIC,1685,1685.00,0.00,0.0000
2021-04-01,Wide Bay,MONTO DENTAL CLINIC,68,68.00,0.00,0.0000
2021-04-01,Wide Bay,CHILDERS DENTAL CLINIC,213,213.00,0.00,0.0000
2021-04-01,Wide Bay,BUNDABERG DENTAL CLINIC,3384,3384.00,0.00,0.0000
2021-04-01,Wide Bay,MUNDUBBERA DENTAL CLINIC,129,129.00,0.00,0.0000
2022-07-01,Cairns and Hinterland,ATHERTON DENTAL CLINIC,930,930.00,0.00,0.0000
2022-07-01,Cairns and Hinterland,YARRABAH DENTAL CLINIC,0,0.00,0.00,0
2022-07-01,Cairns and Hinterland,CHILLAGOE DENTAL CLINIC,0,0.00,0.00,0
2022-07-01,Cairns and Hinterland,CAIRNS NTH DENTAL CLINIC,2711,2711.00,0.00,0.0000
2022-07-01,Cairns and Hinterland,INNISFAIL DENTAL CLINIC,841,841.00,0.00,0.0000
2022-07-01,Cairns and Hinterland,MOSSMAN DENTAL CLINIC,546,546.00,0.00,0.0000
2022-07-01,Cairns and Hinterland,MAREEBA DENTAL CLINIC,1137,1137.00,0.00,0.0000
2022-07-01,Cairns and Hinterland,SMITHFIELD DENTAL CLINIC,1029,1029.00,0.00,0.0000
2022-07-01,Cairns and Hinterland,TULLY DENTAL CLINIC,686,686.00,0.00,0.0000
2022-07-01,Cairns and Hinterland,EDMONTON DENTAL CLINIC,1706,1706.00,0.00,0.0000
2022-07-01,Central Queensland,ROCKHAMPTON DENTAL CLINIC,3537,3537.00,0.00,0.0000
2022-07-01,Central Queensland,CAPRICORN COAST DENTAL,1447,1447.00,0.00,0.0000
2022-07-01,Central Queensland,BILOELA DENTAL CLINIC,181,181.00,0.00,0.0000
2022-07-01,Central Queensland,MT MORGAN DENTAL CLINIC,167,167.00,0.00,0.0000
2022-07-01,Central Queensland,GLADSTONE DENTAL CLINIC,1783,1783.00,0.00,0.0000
2022-07-01,Central Queensland,EMERALD DENTAL CLINIC,442,442.00,0.00,0.0000
2022-07-01,Central West,CENTRAL WEST DENTAL CLINICS,856,856.00,0.00,0.0000
2022-07-01,Darling Downs,TOOWOOMBA DENTAL CLINIC,3797,3797.00,0.00,0.0000
2022-07-01,Darling Downs,DALBY DENTAL CLINIC,949,949.00,0.00,0.0000
2022-07-01,Darling Downs,MILES DENTAL CLINIC,299,299.00,0.00,0.0000
2022-07-01,Darling Downs,KINGAROY DENTAL CLINIC,2406,2444.50,38.50,0.0157
2022-07-01,Darling Downs,INGLEWOOD DENTAL CLINIC,102,102.00,0.00,0.0000
2022-07-01,Darling Downs,GOONDIWINDI DENTAL CLINIC,172,172.00,0.00,0.0000
2022-07-01,Darling Downs,WARWICK DENTAL CLINIC,658,658.00,0.00,0.0000
2022-07-01,Darling Downs,STANTHORPE DENTAL CLINIC,619,619.00,0.00,0.0000
2022-07-01,Gold Coast,PALM BEACH DENTAL CLINIC,855,855.00,0.00,0.0000
2022-07-01,Gold Coast,ROBINA DENTAL CLINIC,1071,1071.00,0.00,0.0000
2022-07-01,Gold Coast,GCUH DENTAL CLINIC,18,18.00,0.00,0.0000
2022-07-01,Gold Coast,GC SOUTHPORT HEALTH PREC,8008,8008.00,0.00,0.0000
2022-07-01,Mackay,PROSERPINE DENTAL,834,834.00,0.00,0.0000
2022-07-01,Mackay,CLERMONT DENTAL CLINIC,147,147.00,0.00,0.0000
2022-07-01,Mackay,COLLINSVILLE DENTAL CLINI,153,153.00,0.00,0.0000
2022-07-01,Mackay,BOWEN DENTAL CLINIC,787,787.00,0.00,0.0000
2022-07-01,Mackay,MACKAY DENTAL CLINIC,4415,4415.00,0.00,0.0000
2022-07-01,Metro North,PINE RIVERS DENTAL CLINIC,1818,1818.00,0.00,0.0000
2022-07-01,Metro North,ORAL HEALTH CENTRE,4011,4011.00,0.00,0.0000
2022-07-01,Metro North,SANDGATE DENTAL CLINIC,1233,1233.00,0.00,0.0000
2022-07-01,Metro North,STAFFORD DENTAL CLINIC,1681,1681.00,0.00,0.0000
2022-07-01,Metro North,REDCLIFFE DENTAL CLINIC,3080,3080.00,0.00,0.0000
2022-07-01,Metro North,CABOOLTURE DENTAL CLINIC,4822,4822.00,0.00,0.0000
2022-07-01,Metro South,NATHAN INALA CLUSTER,6214,6214.00,0.00,0.0000
2022-07-01,Metro South,MS INNER BRISBANE CLUSTER,4354,4354.25,0.25,0.0001
2022-07-01,Metro South,KINGSTON LOGAN CLUSTER,4859,4859.00,0.00,0.0000
2022-07-01,Metro South,BAYSIDE CLUSTER,6326,6326.00,0.00,0.0000
2022-07-01,Metro South,BEENLEIGH BEAUDESERT CLUS,9627,9627.00,0.00,0.0000
2022-07-01,North West,MT ISA DENTAL CLINIC,252,252.25,0.25,0.0010
2022-07-01,North West,CLONCURRY DENTAL,138,154.00,16.00,0.1039
2022-07-01,North West,MORNINGTON ISLAND DENTAL,152,175.25,23.25,0.1327
2022-07-01,South West,INJUNE DENTAL CLINIC,31,31.00,0.00,0.0000
2022-07-01,South West,AUGATHELLA DENTAL CLINIC,2,2.00,0.00,0.0000
2022-07-01,South West,CUNNAMULLA DENTAL CLINIC,83,83.00,0.00,0.0000
2022-07-01,South West,MUNGINDI DENTAL CLINIC,12,12.00,0.00,0.0000
2022-07-01,South West,CHARLEVILLE DENTAL CLINIC,212,212.00,0.00,0.0000
2022-07-01,South West,DIRRANBANDI DENTAL CLINIC,14,14.00,0.00,0.0000
2022-07-01,South West,MITCHELL DENTAL CLINIC,82,82.00,0.00,0.0000
2022-07-01,South West,QUILPIE DENTAL CLINIC,30,30.00,0.00,0.0000
2022-07-01,South West,ROMA HOSPITAL DENTAL CLIN,459,459.00,0.00,0.0000
2022-07-01,South West,ST GEORGE DENTAL CLINIC,77,77.00,0.00,0.0000
2022-07-01,South West,SURAT DENTAL CLINIC,23,23.00,0.00,0.0000
2022-07-01,South West,THARGOMINDAH DENTAL SERVI,2,2.00,0.00,0.0000
2022-07-01,Sunshine Coast,CALOUNDRA DENTAL CLINIC,3092,3092.00,0.00,0.0000
2022-07-01,Sunshine Coast,NOOSA DENTAL CLINIC,1261,1261.00,0.00,0.0000
2022-07-01,Sunshine Coast,SCUH DENTAL CLINIC,NULL,NULL,NULL,NULL
2022-07-01,Sunshine Coast,KAWANA DENTAL CLINIC,2799,2799.00,0.00,0.0000
2022-07-01,Sunshine Coast,GYMPIE DENTAL CLINIC,2049,2049.00,0.00,0.0000
2022-07-01,Sunshine Coast,NAMBOUR DENTAL CLINIC,1829,1829.00,0.00,0.0000
2022-07-01,Torres and Cape,TORRES STRAIT DENTAL CLINIC,442,457.25,15.25,0.0334
2022-07-01,Torres and Cape,CAPE YORK DENTAL CLINIC,516,568.75,52.75,0.0927
2022-07-01,Townsville,RICHMOND DENTAL CLINIC,4,4.00,0.00,0.0000
2022-07-01,Townsville,AYR DENTAL CLINIC,149,149.00,0.00,0.0000
2022-07-01,Townsville,HUGHENDEN DENTAL CLINIC,16,16.00,0.00,0.0000
2022-07-01,Townsville,TOWNSVILLE DENTAL CLINIC,1907,1907.00,0.00,0.0000
2022-07-01,Townsville,CHARTERS TOWERS DENTAL CL,130,130.00,0.00,0.0000
2022-07-01,Townsville,INGHAM DENTAL CLINIC,165,165.00,0.00,0.0000
2022-07-01,West Moreton,LAIDLEY DENTAL CLINIC,1064,1064.00,0.00,0.0000
2022-07-01,West Moreton,COLLINGWOOD PARK DENTAL C,1383,1383.00,0.00,0.0000
2022-07-01,West Moreton,GATTON DENTAL CLINIC,62,62.00,0.00,0.0000
2022-07-01,West Moreton,ESK DENTAL CLINIC,311,311.00,0.00,0.0000
2022-07-01,West Moreton,IPSWICH DENTAL CLINIC,4156,4156.00,0.00,0.0000
2022-07-01,West Moreton,BOONAH DENTAL CLINIC,288,288.00,0.00,0.0000
2022-07-01,Wide Bay,MARYBOROUGH DENTAL CLINIC,1794,1794.00,0.00,0.0000
2022-07-01,Wide Bay,CHILDERS DENTAL CLINIC,193,193.00,0.00,0.0000
2022-07-01,Wide Bay,MUNDUBBERA DENTAL CLINIC,131,131.00,0.00,0.0000
2022-07-01,Wide Bay,HERVEY BAY DENTAL CLINIC,3313,3313.00,0.00,0.0000
2022-07-01,Wide Bay,GAYNDAH DENTAL CLINIC,324,324.00,0.00,0.0000
2022-07-01,Wide Bay,MONTO DENTAL CLINIC,50,50.00,0.00,0.0000
2022-07-01,Wide Bay,BUNDABERG DENTAL CLINIC,2721,2721.00,0.00,0.0000
2022-10-01,Cairns and Hinterland,SMITHFIELD DENTAL CLINIC,894,894.00,0.00,0.0000
2022-10-01,Cairns and Hinterland,TULLY DENTAL CLINIC,660,660.00,0.00,0.0000
2022-10-01,Cairns and Hinterland,YARRABAH DENTAL CLINIC,2,2.00,0.00,0.0000
2022-10-01,Cairns and Hinterland,MOSSMAN DENTAL CLINIC,544,544.00,0.00,0.0000
2022-10-01,Cairns and Hinterland,INNISFAIL DENTAL CLINIC,910,910.00,0.00,0.0000
2022-10-01,Cairns and Hinterland,ATHERTON DENTAL CLINIC,871,871.00,0.00,0.0000
2022-10-01,Cairns and Hinterland,MAREEBA DENTAL CLINIC,1180,1180.00,0.00,0.0000
2022-10-01,Cairns and Hinterland,EDMONTON DENTAL CLINIC,1639,1639.00,0.00,0.0000
2022-10-01,Cairns and Hinterland,CAIRNS NTH DENTAL CLINIC,2638,2638.25,0.25,0.0001
2022-10-01,Cairns and Hinterland,CROYDON DENTAL CLINIC,NULL,NULL,NULL,NULL
2022-10-01,Central Queensland,ROCKHAMPTON DENTAL CLINIC,3856,3856.00,0.00,0.0000
2022-10-01,Central Queensland,CAPRICORN COAST DENTAL,1543,1543.00,0.00,0.0000
2022-10-01,Central Queensland,BILOELA DENTAL CLINIC,239,239.00,0.00,0.0000
2022-10-01,Central Queensland,MT MORGAN DENTAL CLINIC,185,185.00,0.00,0.0000
2022-10-01,Central Queensland,GLADSTONE DENTAL CLINIC,1920,1920.00,0.00,0.0000
2022-10-01,Central Queensland,EMERALD DENTAL CLINIC,463,463.00,0.00,0.0000
2022-10-01,Central West,CENTRAL WEST DENTAL CLINICS,850,850.00,0.00,0.0000
2022-10-01,Darling Downs,GOONDIWINDI DENTAL CLINIC,174,174.00,0.00,0.0000
2022-10-01,Darling Downs,DALBY DENTAL CLINIC,965,965.00,0.00,0.0000
2022-10-01,Darling Downs,MILES DENTAL CLINIC,298,298.00,0.00,0.0000
2022-10-01,Darling Downs,KINGAROY DENTAL CLINIC,2512,2564.75,52.75,0.0206
2022-10-01,Darling Downs,INGLEWOOD DENTAL CLINIC,110,110.00,0.00,0.0000
2022-10-01,Darling Downs,WARWICK DENTAL CLINIC,637,637.00,0.00,0.0000
2022-10-01,Darling Downs,TOOWOOMBA DENTAL CLINIC,3843,3843.00,0.00,0.0000
2022-10-01,Darling Downs,STANTHORPE DENTAL CLINIC,681,681.00,0.00,0.0000
2022-10-01,Gold Coast,ROBINA DENTAL CLINIC,878,878.00,0.00,0.0000
2022-10-01,Gold Coast,GC SOUTHPORT HEALTH PREC,7446,7446.00,0.00,0.0000
2022-10-01,Gold Coast,GCUH DENTAL CLINIC,26,26.00,0.00,0.0000
2022-10-01,Gold Coast,PALM BEACH DENTAL CLINIC,768,768.00,0.00,0.0000
2022-10-01,Mackay,CLERMONT DENTAL CLINIC,159,159.00,0.00,0.0000
2022-10-01,Mackay,MACKAY DENTAL CLINIC,4847,4847.00,0.00,0.0000
2022-10-01,Mackay,PROSERPINE DENTAL,941,941.00,0.00,0.0000
2022-10-01,Mackay,COLLINSVILLE DENTAL CLINI,109,109.00,0.00,0.0000
2022-10-01,Mackay,BOWEN DENTAL CLINIC,829,829.00,0.00,0.0000
2022-10-01,Metro North,PINE RIVERS DENTAL CLINIC,1898,1898.00,0.00,0.0000
2022-10-01,Metro North,ORAL HEALTH CENTRE,4804,4804.00,0.00,0.0000
2022-10-01,Metro North,CABOOLTURE DENTAL CLINIC,4962,4962.00,0.00,0.0000
2022-10-01,Metro North,REDCLIFFE DENTAL CLINIC,3154,3154.00,0.00,0.0000
2022-10-01,Metro North,SANDGATE DENTAL CLINIC,1111,1111.00,0.00,0.0000
2022-10-01,Metro North,STAFFORD DENTAL CLINIC,1722,1722.00,0.00,0.0000
2022-10-01,Metro South,MS INNER BRISBANE CLUSTER,3890,3890.00,0.00,0.0000
2022-10-01,Metro South,NATHAN INALA CLUSTER,5640,5640.00,0.00,0.0000
2022-10-01,Metro South,KINGSTON LOGAN CLUSTER,4526,4526.00,0.00,0.0000
2022-10-01,Metro South,BEENLEIGH BEAUDESERT CLUS,8922,8922.00,0.00,0.0000
2022-10-01,Metro South,BAYSIDE CLUSTER,5700,5700.00,0.00,0.0000
2022-10-01,North West,MORNINGTON ISLAND DENTAL,152,182.25,30.25,0.1660
2022-10-01,North West,CLONCURRY DENTAL,104,112.50,8.50,0.0756
2022-10-01,North West,MT ISA DENTAL CLINIC,279,279.50,0.50,0.0018
2022-10-01,South West,CHARLEVILLE DENTAL CLINIC,149,149.00,0.00,0.0000
2022-10-01,South West,DIRRANBANDI DENTAL CLINIC,13,13.00,0.00,0.0000
2022-10-01,South West,INJUNE DENTAL CLINIC,28,28.00,0.00,0.0000
2022-10-01,South West,THARGOMINDAH DENTAL SERVI,2,2.00,0.00,0.0000
2022-10-01,South West,SURAT DENTAL CLINIC,20,20.00,0.00,0.0000
2022-10-01,South West,CUNNAMULLA DENTAL CLINIC,42,42.00,0.00,0.0000
2022-10-01,South West,MUNGINDI DENTAL CLINIC,11,11.00,0.00,0.0000
2022-10-01,South West,ST GEORGE DENTAL CLINIC,59,59.00,0.00,0.0000
2022-10-01,South West,ROMA HOSPITAL DENTAL CLIN,409,409.00,0.00,0.0000
2022-10-01,South West,QUILPIE DENTAL CLINIC,19,19.00,0.00,0.0000
2022-10-01,South West,MITCHELL DENTAL CLINIC,77,77.00,0.00,0.0000
2022-10-01,South West,AUGATHELLA DENTAL CLINIC,2,2.00,0.00,0.0000
2022-10-01,Sunshine Coast,NOOSA DENTAL CLINIC,1198,1198.00,0.00,0.0000
2022-10-01,Sunshine Coast,NAMBOUR DENTAL CLINIC,1784,1784.00,0.00,0.0000
2022-10-01,Sunshine Coast,CALOUNDRA DENTAL CLINIC,3064,3064.00,0.00,0.0000
2022-10-01,Sunshine Coast,KAWANA DENTAL CLINIC,2803,2803.00,0.00,0.0000
2022-10-01,Sunshine Coast,GYMPIE DENTAL CLINIC,2074,2074.00,0.00,0.0000
2022-10-01,Torres and Cape,TORRES STRAIT DENTAL CLINIC,503,524.50,21.50,0.0410
2022-10-01,Torres and Cape,CAPE YORK DENTAL CLINIC,438,477.00,39.00,0.0818
2022-10-01,Townsville,CHARTERS TOWERS DENTAL CL,155,155.00,0.00,0.0000
2022-10-01,Townsville,INGHAM DENTAL CLINIC,206,206.00,0.00,0.0000
2022-10-01,Townsville,RICHMOND DENTAL CLINIC,6,6.00,0.00,0.0000
