quarter,clinic_id,clinic_name,clinic_waiting_total,clinic_treated_total,clinic_capacity,treatment_rate,quarters_to_treat,months_to_treat,catchment,catchment_waiting_total,catchment_treated_total,mean_capacity_pct,mean_treatment_rate,clinics_pct_of_catchment,catchment_pct_of_qld,region,region_pct_of_qld,clinic_pct_of_qld
2025-04-01,2,CALOUNDRA DENTAL CLINIC,3426,202,5.600,0.059,17,51,Sunshine Coast,12104,786,6.098,0.065,0.283,0.0819,South East,0.6279,0.0228
2025-04-01,85,LAIDLEY DENTAL CLINIC,1832,70,3.700,0.038,26,79,West Moreton,11456,456,3.828,0.040,0.160,0.0776,South West,0.1584,0.0120
2025-04-01,84,BOONAH DENTAL CLINIC,396,22,5.300,0.056,18,54,West Moreton,11456,456,3.828,0.040,0.035,0.0776,South West,0.1584,0.0026
2025-04-01,52,GATTON DENTAL CLINIC,8,0,0.000,0.000,NULL,NULL,West Moreton,11456,456,3.828,0.040,0.001,0.0776,South West,0.1584,0.0001
2025-04-01,83,ESK DENTAL CLINIC,400,13,3.100,0.033,30,91,West Moreton,11456,456,3.828,0.040,0.035,0.0776,South West,0.1584,0.0026
2025-04-01,55,GOONDIWINDI DENTAL CLINIC,200,23,10.300,0.115,9,26,Darling Downs,10662,633,5.604,0.059,0.019,0.0722,South West,0.1584,0.0014
2025-04-01,45,KINGAROY DENTAL CLINIC,2416,92,3.700,0.038,26,79,Darling Downs,10662,633,5.604,0.059,0.227,0.0722,South West,0.1584,0.0158
2025-04-01,57,STANTHORPE DENTAL CLINIC,854,65,7.100,0.076,13,39,Darling Downs,10662,633,5.604,0.059,0.080,0.0722,South West,0.1584,0.0058
2025-04-01,65,ROMA HOSPITAL DENTAL CLIN,574,158,21.600,0.275,4,11,South West,1275,257,16.775,0.202,0.450,0.0086,South West,0.1584,0.0046
2025-04-01,124,INJUNE DENTAL CLINIC,12,1,7.700,0.083,12,36,South West,1275,257,16.775,0.202,0.009,0.0086,South West,0.1584,0.0001
2025-04-01,54,TOOWOOMBA DENTAL CLINIC,4864,301,5.800,0.062,16,48,Darling Downs,10662,633,5.604,0.059,0.456,0.0722,South West,0.1584,0.0325
2025-04-01,60,DALBY DENTAL CLINIC,774,48,5.800,0.062,16,48,Darling Downs,10662,633,5.604,0.059,0.073,0.0722,South West,0.1584,0.0052
2025-04-01,58,WARWICK DENTAL CLINIC,948,23,2.400,0.024,42,125,Darling Downs,10662,633,5.604,0.059,0.089,0.0722,South West,0.1584,0.0061
2025-04-01,56,INGLEWOOD DENTAL CLINIC,119,29,19.600,0.244,4,12,Darling Downs,10662,633,5.604,0.059,0.011,0.0722,South West,0.1584,0.0009
2025-04-01,53,MILES DENTAL CLINIC,487,52,9.600,0.107,9,28,Darling Downs,10662,633,5.604,0.059,0.046,0.0722,South West,0.1584,0.0034
2025-04-01,125,MITCHELL DENTAL CLINIC,81,0,0.000,0.000,NULL,NULL,South West,1275,257,16.775,0.202,0.064,0.0086,South West,0.1584,0.0005
2025-04-01,127,MUNGINDI DENTAL CLINIC,21,1,4.500,0.048,21,62,South West,1275,257,16.775,0.202,0.016,0.0086,South West,0.1584,0.0001
2025-04-01,160,ST GEORGE DENTAL CLINIC,81,12,12.900,0.148,7,20,South West,1275,257,16.775,0.202,0.064,0.0086,South West,0.1584,0.0006
2025-04-01,129,SURAT DENTAL CLINIC,13,13,50.000,1.000,1,3,South West,1275,257,16.775,0.202,0.010,0.0086,South West,0.1584,0.0002
2025-04-01,128,QUILPIE DENTAL CLINIC,29,1,3.300,0.034,29,88,South West,1275,257,16.775,0.202,0.023,0.0086,South West,0.1584,0.0002
2025-04-01,62,CHARLEVILLE DENTAL CLINIC,315,63,16.700,0.200,5,15,South West,1275,257,16.775,0.202,0.247,0.0086,South West,0.1584,0.0024
2025-04-01,63,CUNNAMULLA DENTAL CLINIC,116,6,4.900,0.052,19,58,South West,1275,257,16.775,0.202,0.091,0.0086,South West,0.1584,0.0008
2025-04-01,64,THARGOMINDAH DENTAL SERVI,16,0,0.000,0.000,NULL,NULL,South West,1275,257,16.775,0.202,0.013,0.0086,South West,0.1584,0.0001
2025-04-01,123,DIRRANBANDI DENTAL CLINIC,17,2,10.500,0.118,8,25,South West,1275,257,16.775,0.202,0.013,0.0086,South West,0.1584,0.0001
2025-04-01,87,IPSWICH DENTAL CLINIC,7371,272,3.600,0.037,27,81,West Moreton,11456,456,3.828,0.040,0.643,0.0776,South West,0.1584,0.0480
2025-04-01,86,COLLINGWOOD PARK DENTAL C,1449,79,5.200,0.055,18,55,West Moreton,11456,456,3.828,0.040,0.126,0.0776,South West,0.1584,0.0096
2025-04-01,107,CAPE YORK DENTAL CLINIC,471,48,9.200,0.102,10,29,Torres and Cape,726,156,17.687,0.215,0.649,0.0049,North,0.1440,0.0033
2025-04-01,25,MAREEBA DENTAL CLINIC,1106,106,8.700,0.096,10,31,Cairns and Hinterland,10058,878,8.029,0.087,0.110,0.0681,North,0.1440,0.0076
2025-04-01,21,MOSSMAN DENTAL CLINIC,519,61,10.500,0.118,8,25,Cairns and Hinterland,10058,878,8.029,0.087,0.052,0.0681,North,0.1440,0.0036
2025-04-01,23,ATHERTON DENTAL CLINIC,968,65,6.300,0.067,15,45,Cairns and Hinterland,10058,878,8.029,0.087,0.096,0.0681,North,0.1440,0.0065
2025-04-01,26,CAIRNS NTH DENTAL CLINIC,3363,105,3.000,0.031,32,97,Cairns and Hinterland,10058,878,8.029,0.087,0.334,0.0681,North,0.1440,0.0218
2025-04-01,27,SMITHFIELD DENTAL CLINIC,957,88,8.400,0.092,11,33,Cairns and Hinterland,10058,878,8.029,0.087,0.095,0.0681,North,0.1440,0.0066
2025-04-01,121,COLLINSVILLE DENTAL CLINI,37,5,11.900,0.135,7,22,Mackay,6771,622,8.413,0.092,0.005,0.0458,North,0.1440,0.0003
2025-04-01,13,BOWEN DENTAL CLINIC,938,75,7.400,0.080,13,38,Mackay,6771,622,8.413,0.092,0.139,0.0458,North,0.1440,0.0064
2025-04-01,120,CLERMONT DENTAL CLINIC,35,0,0.000,0.000,NULL,NULL,Mackay,6771,622,8.413,0.092,0.005,0.0458,North,0.1440,0.0002
2025-04-01,39,MACKAY DENTAL CLINIC,4677,392,7.700,0.084,12,36,Mackay,6771,622,8.413,0.092,0.691,0.0458,North,0.1440,0.0319
2025-04-01,38,PROSERPINE DENTAL,1084,150,12.200,0.138,7,22,Mackay,6771,622,8.413,0.092,0.160,0.0458,North,0.1440,0.0078
2025-04-01,19,CHARTERS TOWERS DENTAL CL,174,16,8.400,0.092,11,33,Townsville,3712,305,7.593,0.082,0.047,0.0251,North,0.1440,0.0012
2025-04-01,7,CABOOLTURE DENTAL CLINIC,6860,549,7.400,0.080,13,38,Metro North,22727,2084,8.400,0.092,0.302,0.1539,South East,0.6279,0.0466
2025-04-01,171,KALLANGUR SATELLITE CLINI,3457,236,6.400,0.068,15,44,Metro North,22727,2084,8.400,0.092,0.152,0.1539,South East,0.6279,0.0232
2025-04-01,88,ORAL HEALTH CENTRE,3822,632,14.200,0.165,6,18,Metro North,22727,2084,8.400,0.092,0.168,0.1539,South East,0.6279,0.0280
2025-04-01,46,GAYNDAH DENTAL CLINIC,369,44,10.700,0.119,8,25,Wide Bay,11693,1082,8.470,0.093,0.032,0.0792,South East,0.6279,0.0026
2025-04-01,44,HERVEY BAY DENTAL CLINIC,4560,482,9.600,0.106,9,28,Wide Bay,11693,1082,8.470,0.093,0.390,0.0792,South East,0.6279,0.0317
2025-04-01,51,BUNDABERG DENTAL CLINIC,3775,256,6.400,0.068,15,44,Wide Bay,11693,1082,8.470,0.093,0.323,0.0792,South East,0.6279,0.0253
2025-04-01,50,MONTO DENTAL CLINIC,65,9,12.200,0.138,7,22,Wide Bay,11693,1082,8.470,0.093,0.006,0.0792,South East,0.6279,0.0005
2025-04-01,89,STAFFORD DENTAL CLINIC,3169,193,5.700,0.061,16,49,Metro North,22727,2084,8.400,0.092,0.139,0.1539,South East,0.6279,0.0211
2025-04-01,94,SANDGATE DENTAL CLINIC,1812,178,8.900,0.098,10,31,Metro North,22727,2084,8.400,0.092,0.080,0.1539,South East,0.6279,0.0125
2025-04-01,47,MARYBOROUGH DENTAL CLINIC,2511,250,9.100,0.100,10,30,Wide Bay,11693,1082,8.470,0.093,0.215,0.0792,South East,0.6279,0.0174
2025-04-01,6,REDCLIFFE DENTAL CLINIC,3607,296,7.600,0.082,12,37,Metro North,22727,2084,8.400,0.092,0.159,0.1539,South East,0.6279,0.0245
2025-04-01,48,MUNDUBBERA DENTAL CLINIC,143,12,7.700,0.084,12,36,Wide Bay,11693,1082,8.470,0.093,0.012,0.0792,South East,0.6279,0.0010
2025-04-01,36,EMERALD DENTAL CLINIC,495,112,18.500,0.226,4,13,Central Queensland,8532,1173,12.087,0.137,0.058,0.0578,Central,0.0697,0.0038
2025-04-01,118,MT MORGAN DENTAL CLINIC,140,26,15.700,0.186,5,16,Central Queensland,8532,1173,12.087,0.137,0.016,0.0578,Central,0.0697,0.0010
2025-04-01,32,ROCKHAMPTON DENTAL CLINIC,3685,706,16.100,0.192,5,16,Central Queensland,8532,1173,12.087,0.137,0.432,0.0578,Central,0.0697,0.0276
2025-04-01,15,MORNINGTON ISLAND DENTAL,148,31,17.300,0.209,5,14,North West,610,57,8.546,0.093,0.243,0.0041,Central,0.0697,0.0011
2025-04-01,16,MT ISA DENTAL CLINIC,462,26,5.300,0.056,18,54,North West,610,57,8.546,0.093,0.757,0.0041,Central,0.0697,0.0031
2025-04-01,33,GLADSTONE DENTAL CLINIC,2523,107,4.100,0.042,24,71,Central Queensland,8532,1173,12.087,0.137,0.296,0.0578,Central,0.0697,0.0165
2025-04-01,42,CENTRAL WEST DENTAL CLINICS,1157,103,8.200,0.089,11,34,Central West,1157,103,8.175,0.089,1.000,0.0078,Central,0.0697,0.0079
2025-04-01,35,BILOELA DENTAL CLINIC,293,69,19.100,0.235,4,13,Central Queensland,8532,1173,12.087,0.137,0.034,0.0578,Central,0.0697,0.0023
2025-04-01,37,CAPRICORN COAST DENTAL,1396,153,9.900,0.110,9,27,Central Queensland,8532,1173,12.087,0.137,0.164,0.0578,Central,0.0697,0.0097
2025-04-01,20,TOWNSVILLE DENTAL CLINIC,2835,186,6.200,0.066,15,45,Townsville,3712,305,7.593,0.082,0.764,0.0251,North,0.1440,0.0190
2025-04-01,130,RICHMOND DENTAL CLINIC,6,0,0.000,0.000,NULL,NULL,Townsville,3712,305,7.593,0.082,0.002,0.0251,North,0.1440,0.0000
2025-04-01,81,HUGHENDEN DENTAL CLINIC,20,0,0.000,0.000,NULL,NULL,Townsville,3712,305,7.593,0.082,0.005,0.0251,North,0.1440,0.0001
2025-04-01,28,TULLY DENTAL CLINIC,679,93,12.000,0.137,7,22,Cairns and Hinterland,10058,878,8.029,0.087,0.068,0.0681,North,0.1440,0.0049
2025-04-01,30,EDMONTON DENTAL CLINIC,1408,161,10.300,0.114,9,26,Cairns and Hinterland,10058,878,8.029,0.087,0.140,0.0681,North,0.1440,0.0099
2025-04-01,24,INNISFAIL DENTAL CLINIC,1058,120,10.200,0.113,9,27,Cairns and Hinterland,10058,878,8.029,0.087,0.105,0.0681,North,0.1440,0.0074
2025-04-01,14,AYR DENTAL CLINIC,296,51,14.700,0.172,6,17,Townsville,3712,305,7.593,0.082,0.080,0.0251,North,0.1440,0.0022
2025-04-01,17,INGHAM DENTAL CLINIC,381,52,12.000,0.136,7,22,Townsville,3712,305,7.593,0.082,0.103,0.0251,North,0.1440,0.0027
2025-04-01,150,TORRES STRAIT DENTAL CLINIC,255,108,29.800,0.424,2,7,Torres and Cape,726,156,17.687,0.215,0.351,0.0049,North,0.1440,0.0023
2025-04-01,1,KAWANA DENTAL CLINIC,2919,196,6.300,0.067,15,45,Sunshine Coast,12104,786,6.098,0.065,0.241,0.0819,South East,0.6279,0.0196
2025-04-01,3,GYMPIE DENTAL CLINIC,2360,169,6.700,0.072,14,42,Sunshine Coast,12104,786,6.098,0.065,0.195,0.0819,South East,0.6279,0.0159
2025-04-01,5,NOOSA DENTAL CLINIC,1625,96,5.600,0.059,17,51,Sunshine Coast,12104,786,6.098,0.065,0.134,0.0819,South East,0.6279,0.0108
