quarter,clinic_id,clinic_name,clinic_waiting_total,clinic_treated_total,clinic_treatment_ratio,clinic_treatment_pct,quarters_to_treat,months_to_treat,catchment,catchment_waiting_total,catchment_treated_total,mean_ratio,clinics_pct_of_catchment,catchment_pct_of_qld,clinic_pct_of_qld
2023-07-01,154,NATHAN INALA CLUSTER,5581,506,0.091,9.07,11,33,Metro South,29987,2873,0.087,0.186,0.2505,0.04662489557226399332
2025-04-01,152,MS INNER BRISBANE CLUSTER,5674,223,0.039,3.93,26,77,Metro South,36577,1454,0.038,0.155,0.2476,0.03841258665511265165
2024-07-01,156,KINGSTON LOGAN CLUSTER,5703,448,0.079,7.86,13,38,Metro South,32072,3275,0.093,0.178,0.2437,0.04332796450495350392
2025-01-01,155,BAYSIDE CLUSTER,5707,590,0.103,10.34,10,29,Metro South,33040,3011,0.084,0.173,0.2357,0.04071629864802197410
2024-10-01,154,NATHAN INALA CLUSTER,5746,588,0.102,10.23,10,29,Metro South,31074,3200,0.093,0.185,0.2281,0.04217681082826859274
2023-07-01,155,BAYSIDE CLUSTER,5787,563,0.097,9.73,10,31,Metro South,29987,2873,0.087,0.193,0.2505,0.04834586466165413534
2024-10-01,7,CABOOLTURE DENTAL CLINIC,5826,6,0.001,0.10,1000,3000,Metro North,20168,477,0.023,0.289,0.1480,0.04276402712939311195
2025-01-01,156,KINGSTON LOGAN CLUSTER,5839,416,0.071,7.12,14,42,Metro South,33040,3011,0.084,0.177,0.2357,0.04165804587450504762
2024-01-01,154,NATHAN INALA CLUSTER,5847,497,0.085,8.50,12,35,Metro South,32274,2919,0.083,0.181,0.2542,0.04604408325261640955
2024-07-01,154,NATHAN INALA CLUSTER,5853,634,0.108,10.83,9,28,Metro South,32072,3275,0.093,0.182,0.2437,0.04446757430255880387
2024-07-01,87,IPSWICH DENTAL CLINIC,5955,579,0.097,9.72,10,31,West Moreton,9226,985,0.096,0.645,0.0701,0.04524250896493040783
2024-01-01,155,BAYSIDE CLUSTER,5999,607,0.101,10.12,10,30,Metro South,32274,2919,0.083,0.186,0.2542,0.04724105617110412877
2024-04-01,87,IPSWICH DENTAL CLINIC,6022,170,0.028,2.82,36,107,West Moreton,9524,270,0.028,0.632,0.0727,0.04599053001374675424
2025-01-01,154,NATHAN INALA CLUSTER,6164,555,0.090,9.00,11,33,Metro South,33040,3011,0.084,0.187,0.2357,0.04397674169728534228
2025-04-01,155,BAYSIDE CLUSTER,6248,290,0.046,4.64,22,65,Metro South,36577,1454,0.038,0.171,0.2476,0.04229852686308492201
2025-01-01,7,CABOOLTURE DENTAL CLINIC,6342,9,0.001,0.14,1000,3000,Metro North,21169,811,0.037,0.300,0.1510,0.04524667356330039596
2024-10-01,87,IPSWICH DENTAL CLINIC,6449,273,0.042,4.23,24,71,West Moreton,10032,453,0.043,0.643,0.0736,0.04733697407440030535
2025-01-01,87,IPSWICH DENTAL CLINIC,6452,198,0.031,3.07,32,97,West Moreton,9953,312,0.030,0.648,0.0710,0.04603146291870295723
2025-04-01,156,KINGSTON LOGAN CLUSTER,6499,228,0.035,3.51,29,86,Metro South,36577,1454,0.038,0.178,0.2476,0.04399777946273830156
2023-10-01,144,GC SOUTHPORT HEALTH PREC,6510,802,0.123,12.32,8,24,Gold Coast,8498,1003,0.106,0.766,0.0679,0.05205334868547303780
2023-07-01,144,GC SOUTHPORT HEALTH PREC,6711,1181,0.176,17.60,6,17,Gold Coast,8685,1505,0.148,0.773,0.0726,0.05606516290726817043
2025-04-01,154,NATHAN INALA CLUSTER,6817,221,0.032,3.24,31,94,Metro South,36577,1454,0.038,0.186,0.2476,0.04615061741767764298
2025-04-01,7,CABOOLTURE DENTAL CLINIC,6860,549,0.080,8.00,13,38,Metro North,22727,2084,0.084,0.302,0.1539,0.04644172443674176776
2024-01-01,144,GC SOUTHPORT HEALTH PREC,7028,625,0.089,8.89,11,34,Gold Coast,8924,978,0.099,0.788,0.0703,0.05534424783639270162
2025-04-01,144,GC SOUTHPORT HEALTH PREC,7112,1190,0.167,16.73,6,18,Gold Coast,9652,1429,0.129,0.737,0.0653,0.04814774696707105719
2024-04-01,144,GC SOUTHPORT HEALTH PREC,7350,554,0.075,7.54,13,40,Gold Coast,9111,857,0.086,0.807,0.0696,0.05613257980754544066
2025-04-01,87,IPSWICH DENTAL CLINIC,7371,272,0.037,3.69,27,81,West Moreton,11456,456,0.038,0.643,0.0776,0.04990115901213171577
2024-07-01,144,GC SOUTHPORT HEALTH PREC,7798,578,0.074,7.41,14,41,Gold Coast,9576,1038,0.098,0.814,0.0728,0.05924451467817419316
2023-04-01,144,GC SOUTHPORT HEALTH PREC,7873,791,0.100,10.05,10,30,Gold Coast,9743,1155,0.106,0.808,0.0839,0.06782391454169538249
2025-01-01,144,GC SOUTHPORT HEALTH PREC,8006,630,0.079,7.87,13,38,Gold Coast,10387,973,0.086,0.771,0.0741,0.05711839617593550458
2024-10-01,144,GC SOUTHPORT HEALTH PREC,8081,561,0.069,6.94,14,43,Gold Coast,10069,993,0.090,0.803,0.0739,0.05931618661734049737
2023-04-01,157,BEENLEIGH BEAUDESERT CLUS,8328,1327,0.159,15.93,6,19,Metro South,25377,4168,0.141,0.328,0.2186,0.07174362508614748449
2023-10-01,157,BEENLEIGH BEAUDESERT CLUS,9439,737,0.078,7.81,13,38,Metro South,29850,2055,0.064,0.316,0.2387,0.07547335764088786541
2023-07-01,157,BEENLEIGH BEAUDESERT CLUS,9527,946,0.099,9.93,10,30,Metro South,29987,2873,0.087,0.318,0.2505,0.07959064327485380117
2024-10-01,157,BEENLEIGH BEAUDESERT CLUS,9572,1009,0.105,10.54,10,29,Metro South,31074,3200,0.093,0.308,0.2281,0.07026043042954872427
2024-04-01,157,BEENLEIGH BEAUDESERT CLUS,9673,791,0.082,8.18,12,37,Metro South,30747,2556,0.077,0.315,0.2348,0.07387352986100504048
2024-07-01,157,BEENLEIGH BEAUDESERT CLUS,9998,876,0.088,8.76,11,34,Metro South,32072,3275,0.093,0.312,0.2437,0.07595879170971859235
2024-01-01,157,BEENLEIGH BEAUDESERT CLUS,10163,922,0.091,9.07,11,33,Metro South,32274,2919,0.083,0.315,0.2542,0.08003181428020191043
2025-01-01,157,BEENLEIGH BEAUDESERT CLUS,10192,863,0.085,8.47,12,35,Metro South,33040,3011,0.084,0.308,0.2357,0.07271430100239004031
2025-04-01,157,BEENLEIGH BEAUDESERT CLUS,11339,492,0.043,4.34,23,70,Metro South,36577,1454,0.038,0.310,0.2476,0.07676424393414211438
